,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
61,100.01348876953125,1.2814341389009198,0.5245154857635498,0.010070858790174584,0.6,8,9,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-111.07289646352741,-106.08152060263328,-106.15042670338116,-106.47408917855864,-104.32714086997562,-106.82121476361525,2.254542175682108,18
62,103.69418406486511,1.492527708871032,0.4922842502593994,0.029767264400734638,0.6,8,11,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-112.19276995265706,-107.05380626108632,-106.31046594843134,-106.84092723629277,-104.48557174575431,-107.37670822884436,2.5722099542895,47
63,99.29600963592529,1.2446349306469444,0.4934830665588379,0.019657355297605258,0.6,8,11,100,1,"{'colsample_bytree': 0.6, 'max_depth': 8, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-111.17005473245926,-105.79338786209132,-106.13136876502466,-106.62083210663172,-104.27134404838655,-106.79739750291871,2.3230963079454185,13
64,139.8710165977478,5.833734655099501,0.8010986328125,0.031636545929724764,0.6,10,5,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-115.04809628758636,-109.47045863396308,-109.77188654559183,-105.18568424452485,-104.15234568004979,-108.72569427834318,3.874768323731925,85
65,132.38669180870056,2.6021975346426207,0.7753123760223388,0.016822153948321372,0.6,10,5,100,1,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-113.87039232851575,-108.02068761763256,-108.32587810913789,-104.21726154216904,-103.09124723204634,-107.50509336590032,3.7880979846118503,54
66,135.6962746143341,0.9435751553698234,0.7768001556396484,0.028732123622250298,0.6,10,7,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-114.51257203749162,-109.12180987366469,-108.96484913411498,-105.71042939733661,-104.13747448339085,-108.48942698519974,3.565572291501055,79
67,131.95424761772156,2.3645751498517398,0.7938133716583252,0.07389296365025029,0.6,10,7,100,1,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-113.38898234872002,-108.20106656124979,-108.11244794464045,-104.18232173560436,-103.34512893622616,-107.44598950528817,3.572171800646386,51
68,135.79820942878723,1.3271660614229297,0.763286542892456,0.01184219596731814,0.6,10,9,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 0.8}",-114.5579546044175,-108.87429159638593,-109.02802950292613,-105.67895972204678,-104.389862663356,-108.50581961782648,3.520484375208046,80
69,132.65425295829772,1.2256894720012121,0.7417778968811035,0.012148221721775605,0.6,10,9,100,1,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 9, 'n_estimators': 100, 'subsample': 1}",-113.25592516953485,-107.93276790122351,-108.33075827409661,-104.23134230942036,-103.91554760485495,-107.53326825182606,3.3921972263399685,57
70,136.2196503639221,1.8660451158731206,0.7762891292572022,0.0250906583131143,0.6,10,11,100,0.8,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 0.8}",-114.53873328397313,-109.10685869017705,-108.92467971102097,-105.34888945679111,-104.31373218240391,-108.44657866487323,3.5904037851665227,77
71,132.83377461433412,1.2166102855792251,0.7494025230407715,0.01292060355538536,0.6,10,11,100,1,"{'colsample_bytree': 0.6, 'max_depth': 10, 'min_child_weight': 11, 'n_estimators': 100, 'subsample': 1}",-112.65616358433088,-107.78573230892964,-107.66825298689378,-105.1728767689751,-103.20500746908394,-107.29760662364268,3.1734404959721165,44
72,98.71731629371644,1.7431415023009633,0.3592531204223633,0.030697659151313703,0.8,6,5,100,0.8,"{'colsample_bytree': 0.8, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 0.8}",-111.11735761967877,-105.66177611919996,-105.51872837056081,-108.06041266815517,-105.7296438918631,-107.21758373389154,2.1651424352982187,40
73,94.92409439086914,0.7708163053316996,0.3659567356109619,0.003996667080133499,0.8,6,5,100,1,"{'colsample_bytree': 0.8, 'max_depth': 6, 'min_child_weight': 5, 'n_estimators': 100, 'subsample': 1}",-110.70651472534466,-105.3215593109446,-105.00530211237914,-107.88512840580242,-105.21366844693173,-106.8264346002805,2.2071720454508927,20
74,98.92017526626587,1.2194429514864462,0.3586491584777832,0.0229889492389958,0.8,6,7,100,0.8,"{'colsample_bytree': 0.8, 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 0.8}",-110.60980144687588,-105.33991253814801,-105.26469189619624,-108.11450746589368,-105.40484796968313,-106.9467522633594,2.124632267761289,29
75,94.98409485816956,1.2682255524667505,0.3503557682037354,0.017672904001009262,0.8,6,7,100,1,"{'colsample_bytree': 0.8, 'max_depth': 6, 'min_child_weight': 7, 'n_estimators': 100, 'subsample': 1}",-110.52613488128706,-105.23256556920118,-105.27852279596135,-107.96588959925074,-105.04764292241195,-106.81015115362246,2.148737461218642,16
